year,month,city,place,rank,name,birth_place,association,dob,height,weight
2013,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2013,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2013,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2013,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2014,11,Fukuoka, Fukuoka International Center,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2014,11,Fukuoka, Fukuoka International Center,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2014,11,Fukuoka, Fukuoka International Center,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2014,11,Fukuoka, Fukuoka International Center,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2014,03,Osaka, Osaka Municipal Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2014,03,Osaka, Osaka Municipal Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2014,03,Osaka, Osaka Municipal Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2014,03,Osaka, Osaka Municipal Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2014,09,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2014,09,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2014,09,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2014,09,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2014,05,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2014,05,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2014,05,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2014,05,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2014,01,Tokyo, Ryogoku Kokugikan,Y1e,Harumafuji,Mongolia,Isegahama,14.04.1984,185,135
2014,01,Tokyo, Ryogoku Kokugikan,Y1e,Harumafuji,Mongolia,Isegahama,14.04.1984,185,135
2014,01,Tokyo, Ryogoku Kokugikan,Y1e,Harumafuji,Mongolia,Isegahama,14.04.1984,185,135
2014,01,Tokyo, Ryogoku Kokugikan,Y1e,Harumafuji,Mongolia,Isegahama,14.04.1984,185,135
2014,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2014,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2014,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2014,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2015,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2015,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2015,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2015,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2015,01,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2015,01,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2015,01,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2015,01,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2015,05,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2015,05,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2015,05,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2015,05,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2015,09,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2015,09,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2015,09,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2015,09,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2015,03,Osaka, Osaka Municipal Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2015,03,Osaka, Osaka Municipal Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2015,03,Osaka, Osaka Municipal Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2015,03,Osaka, Osaka Municipal Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,193,150.7
2015,11,Fukuoka, Fukuoka International Center,Y1e,Kakuryu,Mongolia,Izutsu,10.08.1985,186,150
2015,11,Fukuoka, Fukuoka International Center,Y1e,Kakuryu,Mongolia,Izutsu,10.08.1985,186,150
2015,11,Fukuoka, Fukuoka International Center,Y1e,Kakuryu,Mongolia,Izutsu,10.08.1985,186,150
2015,11,Fukuoka, Fukuoka International Center,Y1e,Kakuryu,Mongolia,Izutsu,10.08.1985,186,150
2012,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2012,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2012,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2012,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2012,01,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2012,01,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2012,01,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2012,01,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2012,05,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2012,05,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2012,05,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2012,05,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2012,03,Osaka, Osaka Municipal Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2012,03,Osaka, Osaka Municipal Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2012,03,Osaka, Osaka Municipal Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2012,03,Osaka, Osaka Municipal Gymnasium,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2012,11,Fukuoka, Fukuoka International Center,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2012,11,Fukuoka, Fukuoka International Center,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2012,11,Fukuoka, Fukuoka International Center,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2012,11,Fukuoka, Fukuoka International Center,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2012,09,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2012,09,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2012,09,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
2012,09,Tokyo, Ryogoku Kokugikan,Y1e,Hakuho,Mongolia,Miyagino,11.03.1985,192,153.8
1988,11,Fukuoka, Fukuoka International Center,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,123
1988,11,Fukuoka, Fukuoka International Center,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,123
1988,11,Fukuoka, Fukuoka International Center,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,123
1988,11,Fukuoka, Fukuoka International Center,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,123
1988,09,Tokyo, Ryogoku Kokugikan,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,123
1988,09,Tokyo, Ryogoku Kokugikan,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,123
1988,09,Tokyo, Ryogoku Kokugikan,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,123
1988,09,Tokyo, Ryogoku Kokugikan,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,123
1988,03,Osaka, Osaka Municipal Gymnasium,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,124
1988,03,Osaka, Osaka Municipal Gymnasium,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,124
1988,03,Osaka, Osaka Municipal Gymnasium,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,124
1988,03,Osaka, Osaka Municipal Gymnasium,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,124
1988,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,123
1988,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,123
1988,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,123
1988,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,123
1988,05,Tokyo, Ryogoku Kokugikan,Y1e,Hokutoumi,Hokkaido,Kokonoe,22.06.1963,181,140
1988,05,Tokyo, Ryogoku Kokugikan,Y1e,Hokutoumi,Hokkaido,Kokonoe,22.06.1963,181,140
1988,05,Tokyo, Ryogoku Kokugikan,Y1e,Hokutoumi,Hokkaido,Kokonoe,22.06.1963,181,140
1988,05,Tokyo, Ryogoku Kokugikan,Y1e,Hokutoumi,Hokkaido,Kokonoe,22.06.1963,181,140
1988,01,Tokyo, Ryogoku Kokugikan,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,124
1988,01,Tokyo, Ryogoku Kokugikan,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,124
1988,01,Tokyo, Ryogoku Kokugikan,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,124
1988,01,Tokyo, Ryogoku Kokugikan,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,124
1981,11,Fukuoka, Fukuoka International Center,Y1e,Wakanohana,Aomori,Futagoyama,03.04.1953,186,132
1981,11,Fukuoka, Fukuoka International Center,Y1e,Wakanohana,Aomori,Futagoyama,03.04.1953,186,132
1981,11,Fukuoka, Fukuoka International Center,Y1e,Wakanohana,Aomori,Futagoyama,03.04.1953,186,132
1981,11,Fukuoka, Fukuoka International Center,Y1e,Wakanohana,Aomori,Futagoyama,03.04.1953,186,132
1981,05,Tokyo, Kuramae Kokugikan,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,178.5,165
1981,05,Tokyo, Kuramae Kokugikan,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,178.5,165
1981,05,Tokyo, Kuramae Kokugikan,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,178.5,165
1981,05,Tokyo, Kuramae Kokugikan,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,178.5,165
1981,01,Tokyo, Kuramae Kokugikan,Y1e,Wajima,Ishikawa,Hanakago,11.01.1948,184.5,132
1981,01,Tokyo, Kuramae Kokugikan,Y1e,Wajima,Ishikawa,Hanakago,11.01.1948,184.5,132
1981,01,Tokyo, Kuramae Kokugikan,Y1e,Wajima,Ishikawa,Hanakago,11.01.1948,184.5,132
1981,01,Tokyo, Kuramae Kokugikan,Y1e,Wajima,Ishikawa,Hanakago,11.01.1948,184.5,132
1981,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,179,164
1981,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,179,164
1981,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,179,164
1981,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,179,164
1981,03,Osaka, Osaka Municipal Gymnasium,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,178.5,165
1981,03,Osaka, Osaka Municipal Gymnasium,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,178.5,165
1981,03,Osaka, Osaka Municipal Gymnasium,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,178.5,165
1981,03,Osaka, Osaka Municipal Gymnasium,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,178.5,165
1981,09,Tokyo, Kuramae Kokugikan,Y1eYO,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,179,164
1981,09,Tokyo, Kuramae Kokugikan,Y1eYO,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,179,164
1981,09,Tokyo, Kuramae Kokugikan,Y1eYO,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,179,164
1981,09,Tokyo, Kuramae Kokugikan,Y1eYO,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,179,164
1975,05,Tokyo, Kuramae Kokugikan,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,181,150
1975,05,Tokyo, Kuramae Kokugikan,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,181,150
1975,05,Tokyo, Kuramae Kokugikan,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,181,150
1975,05,Tokyo, Kuramae Kokugikan,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,181,150
1975,01,Tokyo, Kuramae Kokugikan,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,181,150
1975,01,Tokyo, Kuramae Kokugikan,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,181,150
1975,01,Tokyo, Kuramae Kokugikan,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,181,150
1975,01,Tokyo, Kuramae Kokugikan,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,181,150
1975,09,Tokyo, Kuramae Kokugikan,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,181,150
1975,09,Tokyo, Kuramae Kokugikan,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,181,150
1975,09,Tokyo, Kuramae Kokugikan,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,181,150
1975,09,Tokyo, Kuramae Kokugikan,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,181,150
1975,11,Fukuoka, Fukuoka Kyudenkinen Gymnasium,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,182,150
1975,11,Fukuoka, Fukuoka Kyudenkinen Gymnasium,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,182,150
1975,11,Fukuoka, Fukuoka Kyudenkinen Gymnasium,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,182,150
1975,11,Fukuoka, Fukuoka Kyudenkinen Gymnasium,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,182,150
1975,03,Osaka, Osaka Municipal Gymnasium,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,181,150
1975,03,Osaka, Osaka Municipal Gymnasium,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,181,150
1975,03,Osaka, Osaka Municipal Gymnasium,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,181,150
1975,03,Osaka, Osaka Municipal Gymnasium,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,181,150
1975,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,181,150
1975,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,181,150
1975,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,181,150
1975,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Kitanoumi,Hokkaido,Mihogaseki,16.05.1953,181,150
1972,05,Tokyo, Kuramae Kokugikan,Y1e,Kitanofuji,Hokkaido,Kokonoe,28.03.1942,181,133
1972,05,Tokyo, Kuramae Kokugikan,Y1e,Kitanofuji,Hokkaido,Kokonoe,28.03.1942,181,133
1972,05,Tokyo, Kuramae Kokugikan,Y1e,Kitanofuji,Hokkaido,Kokonoe,28.03.1942,181,133
1972,05,Tokyo, Kuramae Kokugikan,Y1e,Kitanofuji,Hokkaido,Kokonoe,28.03.1942,181,133
1972,01,Tokyo, Kuramae Kokugikan,Y1e,Kitanofuji,Hokkaido,Kokonoe,28.03.1942,181,133
1972,01,Tokyo, Kuramae Kokugikan,Y1e,Kitanofuji,Hokkaido,Kokonoe,28.03.1942,181,133
1972,01,Tokyo, Kuramae Kokugikan,Y1e,Kitanofuji,Hokkaido,Kokonoe,28.03.1942,181,133
1972,01,Tokyo, Kuramae Kokugikan,Y1e,Kitanofuji,Hokkaido,Kokonoe,28.03.1942,181,133
1972,09,Tokyo, Kuramae Kokugikan,Y1e,Kitanofuji,Hokkaido,Kokonoe,28.03.1942,181,133
1972,09,Tokyo, Kuramae Kokugikan,Y1e,Kitanofuji,Hokkaido,Kokonoe,28.03.1942,181,133
1972,09,Tokyo, Kuramae Kokugikan,Y1e,Kitanofuji,Hokkaido,Kokonoe,28.03.1942,181,133
1972,09,Tokyo, Kuramae Kokugikan,Y1e,Kitanofuji,Hokkaido,Kokonoe,28.03.1942,181,133
1972,11,Fukuoka, Fukuoka Sports Center,Y1e,Kitanofuji,Hokkaido,Kokonoe,28.03.1942,185,132
1972,11,Fukuoka, Fukuoka Sports Center,Y1e,Kitanofuji,Hokkaido,Kokonoe,28.03.1942,185,132
1972,11,Fukuoka, Fukuoka Sports Center,Y1e,Kitanofuji,Hokkaido,Kokonoe,28.03.1942,185,132
1972,11,Fukuoka, Fukuoka Sports Center,Y1e,Kitanofuji,Hokkaido,Kokonoe,28.03.1942,185,132
1972,03,Osaka, Osaka Municipal Gymnasium,Y1e,Kitanofuji,Hokkaido,Kokonoe,28.03.1942,181,133
1972,03,Osaka, Osaka Municipal Gymnasium,Y1e,Kitanofuji,Hokkaido,Kokonoe,28.03.1942,181,133
1972,03,Osaka, Osaka Municipal Gymnasium,Y1e,Kitanofuji,Hokkaido,Kokonoe,28.03.1942,181,133
1972,03,Osaka, Osaka Municipal Gymnasium,Y1e,Kitanofuji,Hokkaido,Kokonoe,28.03.1942,181,133
1972,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Kitanofuji,Hokkaido,Kokonoe,28.03.1942,181,133
1972,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Kitanofuji,Hokkaido,Kokonoe,28.03.1942,181,133
1972,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Kitanofuji,Hokkaido,Kokonoe,28.03.1942,181,133
1972,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Kitanofuji,Hokkaido,Kokonoe,28.03.1942,181,133
1986,05,Tokyo, Ryogoku Kokugikan,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,125
1986,05,Tokyo, Ryogoku Kokugikan,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,125
1986,05,Tokyo, Ryogoku Kokugikan,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,125
1986,05,Tokyo, Ryogoku Kokugikan,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,125
1986,01,Tokyo, Ryogoku Kokugikan,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,122.5
1986,01,Tokyo, Ryogoku Kokugikan,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,122.5
1986,01,Tokyo, Ryogoku Kokugikan,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,122.5
1986,01,Tokyo, Ryogoku Kokugikan,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,122.5
1986,03,Osaka, Osaka Municipal Gymnasium,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,122.5
1986,03,Osaka, Osaka Municipal Gymnasium,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,122.5
1986,03,Osaka, Osaka Municipal Gymnasium,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,122.5
1986,03,Osaka, Osaka Municipal Gymnasium,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,122.5
1986,11,Fukuoka, Fukuoka International Center,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,125
1986,11,Fukuoka, Fukuoka International Center,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,125
1986,11,Fukuoka, Fukuoka International Center,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,125
1986,11,Fukuoka, Fukuoka International Center,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,125
1986,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,125
1986,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,125
1986,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,125
1986,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,125
1986,09,Tokyo, Ryogoku Kokugikan,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,125
1986,09,Tokyo, Ryogoku Kokugikan,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,125
1986,09,Tokyo, Ryogoku Kokugikan,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,125
1986,09,Tokyo, Ryogoku Kokugikan,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,125
1987,09,Tokyo, Ryogoku Kokugikan,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,124
1987,09,Tokyo, Ryogoku Kokugikan,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,124
1987,09,Tokyo, Ryogoku Kokugikan,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,124
1987,09,Tokyo, Ryogoku Kokugikan,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,124
1987,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,124
1987,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,124
1987,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,124
1987,07,Nagoya, Aichi Prefectural Gymnasium,Y1e,Chiyonofuji,Hokkaido,Kokonoe,01.06.1955,183,124
