year,month,city,place,rank,name,birth_place,association,dob,height,weight
2014,05,Tokyo, Ryogoku Kokugikan,J1e,Azumaryu,Chiba,Tamanoi,12.05.1987,192,147.2
2014,05,Tokyo, Ryogoku Kokugikan,J1e,Azumaryu,Chiba,Tamanoi,12.05.1987,192,147.2
2014,01,Tokyo, Ryogoku Kokugikan,J1e,Asahisho,Chiba,Tomozuna,21.07.1989,174,144.6
2014,01,Tokyo, Ryogoku Kokugikan,J1e,Asahisho,Chiba,Tomozuna,21.07.1989,174,144.6
2014,01,Tokyo, Ryogoku Kokugikan,J1e,Asahisho,Chiba,Tomozuna,21.07.1989,174,144.6
2014,01,Tokyo, Ryogoku Kokugikan,J1e,Asahisho,Chiba,Tomozuna,21.07.1989,174,144.6
2014,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Sotairyu,Fukushima,Tokitsukaze,26.07.1982,179,120
2014,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Sotairyu,Fukushima,Tokitsukaze,26.07.1982,179,120
2014,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Sotairyu,Fukushima,Tokitsukaze,26.07.1982,179,120
2014,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Sotairyu,Fukushima,Tokitsukaze,26.07.1982,179,120
2015,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Chiyootori,Kagoshima,Kokonoe,11.10.1992,179,178.5
2015,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Chiyootori,Kagoshima,Kokonoe,11.10.1992,179,178.5
2015,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Chiyootori,Kagoshima,Kokonoe,11.10.1992,179,178.5
2015,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Chiyootori,Kagoshima,Kokonoe,11.10.1992,179,178.5
2015,01,Tokyo, Ryogoku Kokugikan,J1e,Amuru,Russia,Onomatsu,25.08.1983,192,126
2015,01,Tokyo, Ryogoku Kokugikan,J1e,Amuru,Russia,Onomatsu,25.08.1983,192,126
2015,01,Tokyo, Ryogoku Kokugikan,J1e,Amuru,Russia,Onomatsu,25.08.1983,192,126
2015,01,Tokyo, Ryogoku Kokugikan,J1e,Amuru,Russia,Onomatsu,25.08.1983,192,126
2015,05,Tokyo, Ryogoku Kokugikan,J1e,Tokitenku,Mongolia,Tokitsukaze,10.09.1979,186,143
2015,05,Tokyo, Ryogoku Kokugikan,J1e,Tokitenku,Mongolia,Tokitsukaze,10.09.1979,186,143
2015,05,Tokyo, Ryogoku Kokugikan,J1e,Tokitenku,Mongolia,Tokitsukaze,10.09.1979,186,143
2015,05,Tokyo, Ryogoku Kokugikan,J1e,Tokitenku,Mongolia,Tokitsukaze,10.09.1979,186,143
2015,09,Tokyo, Ryogoku Kokugikan,J1e,Fujiazuma,Tokyo,Tamanoi,19.04.1987,182,183.6
2015,09,Tokyo, Ryogoku Kokugikan,J1e,Fujiazuma,Tokyo,Tamanoi,19.04.1987,182,183.6
2015,09,Tokyo, Ryogoku Kokugikan,J1e,Fujiazuma,Tokyo,Tamanoi,19.04.1987,182,183.6
2015,09,Tokyo, Ryogoku Kokugikan,J1e,Fujiazuma,Tokyo,Tamanoi,19.04.1987,182,183.6
2015,03,Osaka, Osaka Municipal Gymnasium,J1e,Kagamio,Mongolia,Kagamiyama,09.02.1988,182,136
2015,03,Osaka, Osaka Municipal Gymnasium,J1e,Kagamio,Mongolia,Kagamiyama,09.02.1988,182,136
2015,03,Osaka, Osaka Municipal Gymnasium,J1e,Kagamio,Mongolia,Kagamiyama,09.02.1988,182,136
2015,03,Osaka, Osaka Municipal Gymnasium,J1e,Kagamio,Mongolia,Kagamiyama,09.02.1988,182,136
2015,11,Fukuoka, Fukuoka International Center,J1e,Takanoiwa,Mongolia,Takanohana,26.02.1990,181,145.5
2015,11,Fukuoka, Fukuoka International Center,J1e,Takanoiwa,Mongolia,Takanohana,26.02.1990,181,145.5
2015,11,Fukuoka, Fukuoka International Center,J1e,Takanoiwa,Mongolia,Takanohana,26.02.1990,181,145.5
2015,11,Fukuoka, Fukuoka International Center,J1e,Takanoiwa,Mongolia,Takanohana,26.02.1990,181,145.5
2012,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Asasekiryu,Mongolia,Takasago,07.08.1981,184.5,149
2012,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Asasekiryu,Mongolia,Takasago,07.08.1981,184.5,149
2012,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Asasekiryu,Mongolia,Takasago,07.08.1981,184.5,149
2012,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Asasekiryu,Mongolia,Takasago,07.08.1981,184.5,149
2012,01,Tokyo, Ryogoku Kokugikan,J1e,Tamawashi,Mongolia,Kataonami,16.11.1984,190,157.2
2012,01,Tokyo, Ryogoku Kokugikan,J1e,Tamawashi,Mongolia,Kataonami,16.11.1984,190,157.2
2012,01,Tokyo, Ryogoku Kokugikan,J1e,Tamawashi,Mongolia,Kataonami,16.11.1984,190,157.2
2012,01,Tokyo, Ryogoku Kokugikan,J1e,Tamawashi,Mongolia,Kataonami,16.11.1984,190,157.2
2012,05,Tokyo, Ryogoku Kokugikan,J1e,Asahisho,Chiba,Oshima,21.07.1989,172,119.3
2012,05,Tokyo, Ryogoku Kokugikan,J1e,Asahisho,Chiba,Oshima,21.07.1989,172,119.3
2012,05,Tokyo, Ryogoku Kokugikan,J1e,Asahisho,Chiba,Oshima,21.07.1989,172,119.3
2012,05,Tokyo, Ryogoku Kokugikan,J1e,Asahisho,Chiba,Oshima,21.07.1989,172,119.3
2012,03,Osaka, Osaka Municipal Gymnasium,J1e,Chiyotairyu,Tokyo,Kokonoe,14.11.1988,180,166
2012,03,Osaka, Osaka Municipal Gymnasium,J1e,Chiyotairyu,Tokyo,Kokonoe,14.11.1988,180,166
2012,03,Osaka, Osaka Municipal Gymnasium,J1e,Chiyotairyu,Tokyo,Kokonoe,14.11.1988,180,166
2012,03,Osaka, Osaka Municipal Gymnasium,J1e,Chiyotairyu,Tokyo,Kokonoe,14.11.1988,180,166
2012,11,Fukuoka, Fukuoka International Center,J1e,Tenkaiho,Kumamoto,Onoe,14.10.1984,182.6,185
2012,11,Fukuoka, Fukuoka International Center,J1e,Tenkaiho,Kumamoto,Onoe,14.10.1984,182.6,185
2012,11,Fukuoka, Fukuoka International Center,J1e,Tenkaiho,Kumamoto,Onoe,14.10.1984,182.6,185
2012,11,Fukuoka, Fukuoka International Center,J1e,Tenkaiho,Kumamoto,Onoe,14.10.1984,182.6,185
2012,09,Tokyo, Ryogoku Kokugikan,J1e,Ikioi,Osaka,Isenoumi,11.10.1986,191,131.3
2012,09,Tokyo, Ryogoku Kokugikan,J1e,Ikioi,Osaka,Isenoumi,11.10.1986,191,131.3
2012,09,Tokyo, Ryogoku Kokugikan,J1e,Ikioi,Osaka,Isenoumi,11.10.1986,191,131.3
2012,09,Tokyo, Ryogoku Kokugikan,J1e,Ikioi,Osaka,Isenoumi,11.10.1986,191,131.3
1988,11,Fukuoka, Fukuoka International Center,J1e,Hananofuji,Kumamoto,Hanaregoma,21.11.1958,186,107
1988,11,Fukuoka, Fukuoka International Center,J1e,Hananofuji,Kumamoto,Hanaregoma,21.11.1958,186,107
1988,11,Fukuoka, Fukuoka International Center,J1e,Hananofuji,Kumamoto,Hanaregoma,21.11.1958,186,107
1988,11,Fukuoka, Fukuoka International Center,J1e,Hananofuji,Kumamoto,Hanaregoma,21.11.1958,186,107
1988,09,Tokyo, Ryogoku Kokugikan,J1e,Saganobori,Saga,Oshiogawa,27.11.1961,190,117
1988,09,Tokyo, Ryogoku Kokugikan,J1e,Saganobori,Saga,Oshiogawa,27.11.1961,190,117
1988,09,Tokyo, Ryogoku Kokugikan,J1e,Saganobori,Saga,Oshiogawa,27.11.1961,190,117
1988,09,Tokyo, Ryogoku Kokugikan,J1e,Saganobori,Saga,Oshiogawa,27.11.1961,190,117
1988,03,Osaka, Osaka Municipal Gymnasium,J1e,Tamaryu,Nagasaki,Kataonami,22.07.1954,191,122
1988,03,Osaka, Osaka Municipal Gymnasium,J1e,Tamaryu,Nagasaki,Kataonami,22.07.1954,191,122
1988,03,Osaka, Osaka Municipal Gymnasium,J1e,Tamaryu,Nagasaki,Kataonami,22.07.1954,191,122
1988,03,Osaka, Osaka Municipal Gymnasium,J1e,Tamaryu,Nagasaki,Kataonami,22.07.1954,191,122
1988,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Kotofuji,Chiba,Sadogatake,28.10.1964,190,139
1988,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Kotofuji,Chiba,Sadogatake,28.10.1964,190,139
1988,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Kotofuji,Chiba,Sadogatake,28.10.1964,190,139
1988,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Kotofuji,Chiba,Sadogatake,28.10.1964,190,139
1988,05,Tokyo, Ryogoku Kokugikan,J1e,Akinoshima,Hiroshima,Fujishima,16.03.1967,175.5,122
1988,05,Tokyo, Ryogoku Kokugikan,J1e,Akinoshima,Hiroshima,Fujishima,16.03.1967,175.5,122
1988,05,Tokyo, Ryogoku Kokugikan,J1e,Akinoshima,Hiroshima,Fujishima,16.03.1967,175.5,122
1988,05,Tokyo, Ryogoku Kokugikan,J1e,Akinoshima,Hiroshima,Fujishima,16.03.1967,175.5,122
1988,01,Tokyo, Ryogoku Kokugikan,J1e,Onohana,Yamanashi,Taiho,23.06.1958,188.4,131
1988,01,Tokyo, Ryogoku Kokugikan,J1e,Onohana,Yamanashi,Taiho,23.06.1958,188.4,131
1988,01,Tokyo, Ryogoku Kokugikan,J1e,Onohana,Yamanashi,Taiho,23.06.1958,188.4,131
1988,01,Tokyo, Ryogoku Kokugikan,J1e,Onohana,Yamanashi,Taiho,23.06.1958,188.4,131
1981,11,Fukuoka, Fukuoka International Center,J1e,Amanoyama,Saga,Tokitsukaze,28.12.1953,189,178
1981,11,Fukuoka, Fukuoka International Center,J1e,Amanoyama,Saga,Tokitsukaze,28.12.1953,189,178
1981,11,Fukuoka, Fukuoka International Center,J1e,Amanoyama,Saga,Tokitsukaze,28.12.1953,189,178
1981,11,Fukuoka, Fukuoka International Center,J1e,Amanoyama,Saga,Tokitsukaze,28.12.1953,189,178
1981,05,Tokyo, Kuramae Kokugikan,J1e,Matsuyama,Tokyo,Miyagino,06.04.1952,181.5,140
1981,05,Tokyo, Kuramae Kokugikan,J1e,Matsuyama,Tokyo,Miyagino,06.04.1952,181.5,140
1981,05,Tokyo, Kuramae Kokugikan,J1e,Matsuyama,Tokyo,Miyagino,06.04.1952,181.5,140
1981,05,Tokyo, Kuramae Kokugikan,J1e,Matsuyama,Tokyo,Miyagino,06.04.1952,181.5,140
1981,01,Tokyo, Kuramae Kokugikan,J1e,Daijuyama,Niigata,Futagoyama,08.04.1959,180,143
1981,01,Tokyo, Kuramae Kokugikan,J1e,Daijuyama,Niigata,Futagoyama,08.04.1959,180,143
1981,01,Tokyo, Kuramae Kokugikan,J1e,Daijuyama,Niigata,Futagoyama,08.04.1959,180,143
1981,01,Tokyo, Kuramae Kokugikan,J1e,Daijuyama,Niigata,Futagoyama,08.04.1959,180,143
1981,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Arase,Kochi,Hanakago,20.06.1949,177,150
1981,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Arase,Kochi,Hanakago,20.06.1949,177,150
1981,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Arase,Kochi,Hanakago,20.06.1949,177,150
1981,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Arase,Kochi,Hanakago,20.06.1949,177,150
1981,03,Osaka, Osaka Municipal Gymnasium,J1e,Kotochitose,Hokkaido,Sadogatake,22.04.1957,182.5,135
1981,03,Osaka, Osaka Municipal Gymnasium,J1e,Kotochitose,Hokkaido,Sadogatake,22.04.1957,182.5,135
1981,03,Osaka, Osaka Municipal Gymnasium,J1e,Kotochitose,Hokkaido,Sadogatake,22.04.1957,182.5,135
1981,03,Osaka, Osaka Municipal Gymnasium,J1e,Kotochitose,Hokkaido,Sadogatake,22.04.1957,182.5,135
1981,09,Tokyo, Kuramae Kokugikan,J1e,Koboyama,Miyagi,Takashima,15.08.1957,177,131
1981,09,Tokyo, Kuramae Kokugikan,J1e,Koboyama,Miyagi,Takashima,15.08.1957,177,131
1981,09,Tokyo, Kuramae Kokugikan,J1e,Koboyama,Miyagi,Takashima,15.08.1957,177,131
1981,09,Tokyo, Kuramae Kokugikan,J1e,Koboyama,Miyagi,Takashima,15.08.1957,177,131
1975,05,Tokyo, Kuramae Kokugikan,J1e,Maruyama,Fukuoka,Tokitsukaze,14.11.1946,181,117
1975,05,Tokyo, Kuramae Kokugikan,J1e,Maruyama,Fukuoka,Tokitsukaze,14.11.1946,181,117
1975,05,Tokyo, Kuramae Kokugikan,J1e,Maruyama,Fukuoka,Tokitsukaze,14.11.1946,181,117
1975,05,Tokyo, Kuramae Kokugikan,J1e,Maruyama,Fukuoka,Tokitsukaze,14.11.1946,181,117
1975,01,Tokyo, Kuramae Kokugikan,J1e,Dairyugawa,Hyogo,Mihogaseki,21.01.1946,178,110
1975,01,Tokyo, Kuramae Kokugikan,J1e,Dairyugawa,Hyogo,Mihogaseki,21.01.1946,178,110
1975,01,Tokyo, Kuramae Kokugikan,J1e,Dairyugawa,Hyogo,Mihogaseki,21.01.1946,178,110
1975,01,Tokyo, Kuramae Kokugikan,J1e,Dairyugawa,Hyogo,Mihogaseki,21.01.1946,178,110
1975,09,Tokyo, Kuramae Kokugikan,J1e,Daigo,Akita,Hanakago,23.05.1952,186,118
1975,09,Tokyo, Kuramae Kokugikan,J1e,Daigo,Akita,Hanakago,23.05.1952,186,118
1975,09,Tokyo, Kuramae Kokugikan,J1e,Daigo,Akita,Hanakago,23.05.1952,186,118
1975,09,Tokyo, Kuramae Kokugikan,J1e,Daigo,Akita,Hanakago,23.05.1952,186,118
1975,11,Fukuoka, Fukuoka Kyudenkinen Gymnasium,J1e,Wakanoumi,Iwate,Hanakago,25.10.1945,176,126
1975,11,Fukuoka, Fukuoka Kyudenkinen Gymnasium,J1e,Wakanoumi,Iwate,Hanakago,25.10.1945,176,126
1975,11,Fukuoka, Fukuoka Kyudenkinen Gymnasium,J1e,Wakanoumi,Iwate,Hanakago,25.10.1945,176,126
1975,11,Fukuoka, Fukuoka Kyudenkinen Gymnasium,J1e,Wakanoumi,Iwate,Hanakago,25.10.1945,176,126
1975,03,Osaka, Osaka Municipal Gymnasium,J1e,Tamakiyama,Fukuoka,Kataonami,29.04.1951,181,129
1975,03,Osaka, Osaka Municipal Gymnasium,J1e,Tamakiyama,Fukuoka,Kataonami,29.04.1951,181,129
1975,03,Osaka, Osaka Municipal Gymnasium,J1e,Tamakiyama,Fukuoka,Kataonami,29.04.1951,181,129
1975,03,Osaka, Osaka Municipal Gymnasium,J1e,Tamakiyama,Fukuoka,Kataonami,29.04.1951,181,129
1975,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Oshio,Fukuoka,Tokitsukaze,04.01.1948,186,122
1975,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Oshio,Fukuoka,Tokitsukaze,04.01.1948,186,122
1975,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Oshio,Fukuoka,Tokitsukaze,04.01.1948,186,122
1975,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Oshio,Fukuoka,Tokitsukaze,04.01.1948,186,122
1972,05,Tokyo, Kuramae Kokugikan,J1e,Dairyugawa,Hyogo,Mihogaseki,21.01.1946,178,118
1972,05,Tokyo, Kuramae Kokugikan,J1e,Dairyugawa,Hyogo,Mihogaseki,21.01.1946,178,118
1972,05,Tokyo, Kuramae Kokugikan,J1e,Dairyugawa,Hyogo,Mihogaseki,21.01.1946,178,118
1972,05,Tokyo, Kuramae Kokugikan,J1e,Dairyugawa,Hyogo,Mihogaseki,21.01.1946,178,118
1972,01,Tokyo, Kuramae Kokugikan,J1e,Futatsuryu,Hokkaido,Tokitsukaze,28.02.1950,185,152
1972,01,Tokyo, Kuramae Kokugikan,J1e,Futatsuryu,Hokkaido,Tokitsukaze,28.02.1950,185,152
1972,01,Tokyo, Kuramae Kokugikan,J1e,Futatsuryu,Hokkaido,Tokitsukaze,28.02.1950,185,152
1972,01,Tokyo, Kuramae Kokugikan,J1e,Futatsuryu,Hokkaido,Tokitsukaze,28.02.1950,185,152
1972,09,Tokyo, Kuramae Kokugikan,J1e,Yoshinohana,Tokyo,Dewanoumi,04.09.1943,189,177
1972,09,Tokyo, Kuramae Kokugikan,J1e,Yoshinohana,Tokyo,Dewanoumi,04.09.1943,189,177
1972,09,Tokyo, Kuramae Kokugikan,J1e,Yoshinohana,Tokyo,Dewanoumi,04.09.1943,189,177
1972,09,Tokyo, Kuramae Kokugikan,J1e,Yoshinohana,Tokyo,Dewanoumi,04.09.1943,189,177
1972,11,Fukuoka, Fukuoka Sports Center,J1e,Daio,Toyama,Futagoyama,23.06.1949,184,95
1972,11,Fukuoka, Fukuoka Sports Center,J1e,Daio,Toyama,Futagoyama,23.06.1949,184,95
1972,11,Fukuoka, Fukuoka Sports Center,J1e,Daio,Toyama,Futagoyama,23.06.1949,184,95
1972,11,Fukuoka, Fukuoka Sports Center,J1e,Daio,Toyama,Futagoyama,23.06.1949,184,95
1972,03,Osaka, Osaka Municipal Gymnasium,J1e,Asahikuni,Hokkaido,Tatsunami,25.04.1947,173,108
1972,03,Osaka, Osaka Municipal Gymnasium,J1e,Asahikuni,Hokkaido,Tatsunami,25.04.1947,173,108
1972,03,Osaka, Osaka Municipal Gymnasium,J1e,Asahikuni,Hokkaido,Tatsunami,25.04.1947,173,108
1972,03,Osaka, Osaka Municipal Gymnasium,J1e,Asahikuni,Hokkaido,Tatsunami,25.04.1947,173,108
1972,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Tochiisami,Aomori,Kasugano,02.10.1947,176,121
1972,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Tochiisami,Aomori,Kasugano,02.10.1947,176,121
1972,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Tochiisami,Aomori,Kasugano,02.10.1947,176,121
1972,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Tochiisami,Aomori,Kasugano,02.10.1947,176,121
1986,05,Tokyo, Ryogoku Kokugikan,J1e,Koryu,Tokushima,Miyagino,12.09.1961,174,120
1986,05,Tokyo, Ryogoku Kokugikan,J1e,Koryu,Tokushima,Miyagino,12.09.1961,174,120
1986,05,Tokyo, Ryogoku Kokugikan,J1e,Koryu,Tokushima,Miyagino,12.09.1961,174,120
1986,05,Tokyo, Ryogoku Kokugikan,J1e,Koryu,Tokushima,Miyagino,12.09.1961,174,120
1986,01,Tokyo, Ryogoku Kokugikan,J1e,Tochitsukasa,Aichi,Kasugano,25.04.1958,180,142
1986,01,Tokyo, Ryogoku Kokugikan,J1e,Tochitsukasa,Aichi,Kasugano,25.04.1958,180,142
1986,01,Tokyo, Ryogoku Kokugikan,J1e,Tochitsukasa,Aichi,Kasugano,25.04.1958,180,142
1986,01,Tokyo, Ryogoku Kokugikan,J1e,Tochitsukasa,Aichi,Kasugano,25.04.1958,180,142
1986,03,Osaka, Osaka Municipal Gymnasium,J1e,Maenoshin,Fukuoka,Takadagawa,17.04.1961,184,141
1986,03,Osaka, Osaka Municipal Gymnasium,J1e,Maenoshin,Fukuoka,Takadagawa,17.04.1961,184,141
1986,03,Osaka, Osaka Municipal Gymnasium,J1e,Maenoshin,Fukuoka,Takadagawa,17.04.1961,184,141
1986,03,Osaka, Osaka Municipal Gymnasium,J1e,Maenoshin,Fukuoka,Takadagawa,17.04.1961,184,141
1986,11,Fukuoka, Fukuoka International Center,J1e,Kurama,Shiga,Tokitsukaze,16.12.1952,188,140.5
1986,11,Fukuoka, Fukuoka International Center,J1e,Kurama,Shiga,Tokitsukaze,16.12.1952,188,140.5
1986,11,Fukuoka, Fukuoka International Center,J1e,Kurama,Shiga,Tokitsukaze,16.12.1952,188,140.5
1986,11,Fukuoka, Fukuoka International Center,J1e,Kurama,Shiga,Tokitsukaze,16.12.1952,188,140.5
1986,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Chikubayama,Fukuoka,Miyagino,21.08.1957,176,121
1986,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Chikubayama,Fukuoka,Miyagino,21.08.1957,176,121
1986,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Chikubayama,Fukuoka,Miyagino,21.08.1957,176,121
1986,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Chikubayama,Fukuoka,Miyagino,21.08.1957,176,121
1986,09,Tokyo, Ryogoku Kokugikan,J1e,Onishiki,Niigata,Dewanoumi,11.09.1953,182.5,142.5
1986,09,Tokyo, Ryogoku Kokugikan,J1e,Onishiki,Niigata,Dewanoumi,11.09.1953,182.5,142.5
1986,09,Tokyo, Ryogoku Kokugikan,J1e,Onishiki,Niigata,Dewanoumi,11.09.1953,182.5,142.5
1986,09,Tokyo, Ryogoku Kokugikan,J1e,Onishiki,Niigata,Dewanoumi,11.09.1953,182.5,142.5
1987,09,Tokyo, Ryogoku Kokugikan,J1e,Masudayama,Ishikawa,Kasugano,10.04.1951,187,150
1987,09,Tokyo, Ryogoku Kokugikan,J1e,Masudayama,Ishikawa,Kasugano,10.04.1951,187,150
1987,09,Tokyo, Ryogoku Kokugikan,J1e,Masudayama,Ishikawa,Kasugano,10.04.1951,187,150
1987,09,Tokyo, Ryogoku Kokugikan,J1e,Masudayama,Ishikawa,Kasugano,10.04.1951,187,150
1987,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Kurama,Shiga,Tokitsukaze,16.12.1952,188,140.5
1987,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Kurama,Shiga,Tokitsukaze,16.12.1952,188,140.5
1987,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Kurama,Shiga,Tokitsukaze,16.12.1952,188,140.5
1987,07,Nagoya, Aichi Prefectural Gymnasium,J1e,Kurama,Shiga,Tokitsukaze,16.12.1952,188,140.5
1987,01,Tokyo, Ryogoku Kokugikan,J1e,Onishiki,Niigata,Dewanoumi,11.09.1953,182.5,142.5
1987,01,Tokyo, Ryogoku Kokugikan,J1e,Onishiki,Niigata,Dewanoumi,11.09.1953,182.5,142.5
1987,01,Tokyo, Ryogoku Kokugikan,J1e,Onishiki,Niigata,Dewanoumi,11.09.1953,182.5,142.5
1987,01,Tokyo, Ryogoku Kokugikan,J1e,Onishiki,Niigata,Dewanoumi,11.09.1953,182.5,142.5
1987,05,Tokyo, Ryogoku Kokugikan,J1e,Kotoinazuma,Gunma,Sadogatake,26.04.1962,180,127.5
1987,05,Tokyo, Ryogoku Kokugikan,J1e,Kotoinazuma,Gunma,Sadogatake,26.04.1962,180,127.5
1987,05,Tokyo, Ryogoku Kokugikan,J1e,Kotoinazuma,Gunma,Sadogatake,26.04.1962,180,127.5
1987,05,Tokyo, Ryogoku Kokugikan,J1e,Kotoinazuma,Gunma,Sadogatake,26.04.1962,180,127.5
1987,11,Fukuoka, Fukuoka International Center,J1e,Hananokuni,Osaka,Hanaregoma,15.10.1959,185,138
